,procuringEntity_name,NF003,NF010,NF011,NF016,NF018,NF019,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063
582,GAD MUNICIPAL DE LAS LAJAS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
583,GAD MUNICIPAL DE QUININDE,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
584,GAD PARROQUIAL DE SANTA ROSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
585,GAD PROVINCIAL DE NAPO,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
586,GOBERNACION DE LA PROVINCIA DE LOJA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
587,GOBERNACION DE MANABI,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
588,GOBERNACION PROVINCIA DE SANTA ELENA,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
589,GOBIERNO AUTONOMO DECENTRALIZADO PARROQUIAL RURAL QUISAPINCHA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
590,GOBIERNO AUTONOMO DESCENTRALIZADO  PARROQUIAL RURRAL DE SIBAMBE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,GOBIERNO AUTONOMO DESCENTRALIZADO 10 DE AGOSTO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
592,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA 12 DE DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
593,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA CHAQUINAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
594,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA COLAISACA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
595,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE BORBON,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
596,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE CANCHAGUA,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
597,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE CUBE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
598,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL INGENIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
599,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL LUCERO,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
600,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
601,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA LA UNION,1,0,0,0,1,0,0,0,0,1,0,6,0,0,1,0
602,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA LIMONES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
603,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL CONVENTO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
604,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL DE BELISARIO QUEVEDO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
605,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL DE CHANGAIMINA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
606,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL ELOY ALFARO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
607,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL HONORATO VASQUEZ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
608,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL LA UNION,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
609,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL PEDRO PABLO GOMEZ,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
610,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA SAN JUAN DE POZUL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
611,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA TACAMOROS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
612,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA UTUANA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
613,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA VILCABAMBA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
614,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA YAMANA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
615,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE COTOPAXI,1,0,1,0,1,0,0,0,0,1,0,4,0,0,1,0
616,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0
617,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA,0,0,0,0,0,0,0,0,0,10,0,7,0,2,0,0
618,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CARCHI,5,0,1,0,0,1,0,2,1,6,0,15,0,1,2,0
619,GOBIERNO AUTONOMO DESCENTRALIZADO DE RAMON CAMPAÑA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
620,GOBIERNO AUTONOMO DESCENTRALIZADO DE SAN MIGUEL DE IBARRA,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
621,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON 24 DE MAYO,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
622,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
623,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON JARAMIJO,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
624,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MARCABELI,0,0,0,0,1,0,0,0,0,2,0,14,0,0,0,0
625,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MIRA,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0
626,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON NANGARITZA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
627,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALANDA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
628,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALTAS,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
629,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON QUILANGA,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
630,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON RIOBAMBA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
631,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ZAPOTILLO  ,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
632,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,0,0,0,0,0,1,0,1,0,0,0,13,0,0,1,0
633,GOBIERNO AUTONOMO DESCENTRALIZADO ILUSTRE MUNICIPALIDAD DEL CANTON DAULE,1,0,0,0,1,0,0,0,0,4,0,4,0,0,2,0
634,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,0,0,0,0,0,0,0,0,0,3,0,24,0,1,0,0
635,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL  DE MACHALA,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0
636,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE BALSAS PROVINCIA DE EL ORO,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
637,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHORDELEG,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
638,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL GUABO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
639,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL PANGUI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
640,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPEJO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
641,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPINDOLA,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
642,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0
643,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MOCHA,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
644,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
645,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALLATANGA,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
646,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PALORA,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0
647,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,0,0,0,0,0,0,0,0,1,6,0,13,0,0,0,0
648,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIÑAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
649,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PORTOVELO,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0
650,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
651,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUYANGO,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
652,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SALINAS,2,0,0,0,2,0,0,0,1,2,0,13,0,0,2,0
653,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SALITRE,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
654,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN CRISTOBAL DE PATATE ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
655,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN FERNANDO,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0
656,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN JUAN BOSCO,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0
657,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN MIGUEL DE LOS BANCOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
658,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN MIGUEL DE URCUQUÍ,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0
659,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CLARA,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0
660,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CRUZ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
661,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO,0,0,0,0,2,1,0,0,0,3,0,24,0,0,0,0
662,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGCHOS,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
663,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
664,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TAISHA,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
665,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TENA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
666,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TULCÁN,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0
667,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ALAUSI,0,0,0,0,3,0,0,0,0,22,0,14,0,0,0,0
668,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ARENILLAS,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
669,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BABAHOYO - GADM DE BABAHOYO,26,2,1,0,16,1,0,1,0,8,0,36,0,0,3,1
670,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BAÑOS DE AGUA SANTA,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0
671,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CAMILO PONCE ENRIQUEZ,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0
672,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CELICA,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
673,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHILLA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
674,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHINCHIPE,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
675,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
676,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA,1,0,1,0,1,0,0,0,0,6,0,12,0,0,1,0
677,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUMANDA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
678,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DURAN,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
679,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ECHEANDIA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
680,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PAN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
681,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ESMERALDAS,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
682,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUACHAPALA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
683,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
684,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUAMOTE,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
685,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUANO,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0
686,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON HUAQUILLAS,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0
687,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON JIPIJAPA,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0
688,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON JUNIN,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
689,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA CONCORDIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
690,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LA JOYA DE LOS SACHAS,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,0
691,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LAS NAVES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
692,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LATACUNGA ,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
693,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOGROÑO,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
694,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
695,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MACARA,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
696,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0
697,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTALVO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
698,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MUISNE,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
699,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NARANJAL GADMCN,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0
700,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON OLMEDO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
701,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON OTAVALO,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
702,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO CARBO,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
703,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO VICENTE MALDONADO,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
704,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PINDAL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
705,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PLAYAS,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
706,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PORTOVIEJO,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
707,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON QUEVEDO,4,0,0,0,3,1,1,0,0,0,0,9,0,0,5,0
708,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON QUINSALOMA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
709,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SALCEDO,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
710,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN FRANCISCO DE PUEBLOVIEJO,2,0,0,0,2,1,0,0,0,6,0,4,0,0,2,0
711,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN PEDRO DE PELILEO,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0
712,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN VICENTE,2,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0
713,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTA ANA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
714,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
715,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO DE QUERO,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
716,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SUCRE,2,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0
717,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON TOSAGUA,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0
718,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON VINCES GADMV,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
719,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0
720,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN LA LIBERTAD,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0
721,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA,1,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0
722,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN SUCÚA,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
723,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL FRANCISCO DE ORELLANA ,0,0,0,0,0,0,0,0,0,10,0,50,0,0,0,0
724,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DE  SARAGURO,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
725,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DEL CANTON SAQUISILI,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
726,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL EL TAMBO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
727,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL LA TRONCAL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
728,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL NABON,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
729,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN MIGUEL DE BOLIVAR,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
730,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN PEDRO DE HUACA,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
731,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPALDE SANTIAGO DE PILLARO,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0
732,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPALIDAD DE AMBATO ,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0
733,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA ASUNCION,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
734,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL CUYABENO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
735,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE  CHITAN DE NAVARRETES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
736,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE CALDERON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
737,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE CRISTOBAL COLON,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
738,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE LA PAZ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
739,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE LLANO CHICO ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
740,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL GUALEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
741,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL PIARTAL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
742,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL CAMARONES ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
743,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL COCHAPATA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHECA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
745,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHIQUINTAD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
746,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE EL CISNE,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
747,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE FUNDOCHAMBA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
748,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE GUANGAJE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
749,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE GUARAINAG,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
750,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE JUNCAL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
751,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LA TINGUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
752,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LARAMA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
753,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE LAS NIEVES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
754,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE MALACATOS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
755,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE MORASPUNGO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
756,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE NAMBACOLA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
